21 44 122 163 219
22 44 122 163 219
23 44 123 164 220
24 44 122 163 219
25 44 122 163 219
26 44 122 163 219
27 44 122 163 219
28 44 123 164 220
29 44 122 163 219
30 44 123 162 217
31 44 123 162 219
32 44 121 162 218
33 44 121 162 218
34 44 121 162 218
35 44 121 162 218
36 44 121 162 216
37 44 121 162 218
38 44 120 163 218
39 44 119 162 217
40 44 118 161 216
41 44 118 161 216
42 44 119 162 217
43 44 118 161 216
44 44 118 161 214
45 44 118 161 214
46 44 119 160 214
47 44 118 161 216
48 44 117 160 215
49 44 117 160 215
50 44 118 161 216
51 44 117 160 215
52 44 116 159 214
53 44 117 160 215
54 44 116 159 214
55 44 116 159 214
56 44 116 159 214
57 44 115 158 213
58 44 116 157 213
59 44 122 162 214
-60 43 123 163 212
-59 43 115 158 209
-58 43 114 157 210
-57 43 115 156 208
-56 43 115 158 211
-55 43 116 159 212
-54 43 117 158 210
-53 43 115 158 211
-52 43 116 159 212
-51 43 116 159 212
-50 43 117 158 212
-49 43 118 159 213
-48 43 117 160 213
-47 43 117 160 213
-46 43 118 161 214
-45 43 118 159 213
-44 43 118 159 213
-43 43 118 159 213
-42 43 119 160 214
-41 43 119 160 214
-40 43 119 160 214
-39 43 119 160 214
-38 43 119 160 214
-37 43 120 161 215
-36 43 120 161 215
-35 43 120 161 215
-34 43 120 161 215
-33 43 120 161 215
-32 43 121 162 216
-31 43 121 162 216
-30 43 121 162 216
-29 43 121 162 216
-28 43 121 162 218
-27 43 122 163 217
-26 43 121 162 216
-25 43 121 162 216
-24 43 122 163 217
-23 43 122 163 217
-22 43 122 163 217
-21 43 122 163 217
-20 43 122 163 217
-19 43 123 164 218
-18 43 122 163 217
-17 43 122 163 217
-16 43 122 163 217
-15 43 122 163 217
-14 43 122 163 217
-13 43 123 164 218
-12 43 123 164 218
-11 43 123 164 218
-10 43 121 164 217
-9 43 122 165 218
-8 43 123 164 218
-7 43 123 164 218
-6 43 123 164 218
-5 43 123 164 218
-4 43 122 165 220
-3 43 122 165 218
-2 43 122 165 218
-1 43 122 165 218
0 43 123 166 219
1 43 122 165 218
2 43 122 165 218
3 43 123 166 221
4 43 124 165 219
5 43 124 165 219
6 43 123 166 219
7 43 123 166 219
8 43 123 166 219
9 43 123 166 219
10 43 122 165 218
11 43 123 164 218
12 43 123 164 220
13 43 123 164 220
14 43 123 164 220
15 43 124 165 221
16 43 124 165 219
17 43 123 166 219
18 43 122 165 218
19 43 123 164 220
20 43 123 164 218
21 43 123 164 218
22 43 123 164 218
23 43 123 164 218
24 43 123 164 220
25 43 122 163 219
26 43 122 163 219
27 43 122 163 219
28 43 123 164 218
29 43 122 163 217
30 43 122 163 217
31 43 122 163 217
32 43 122 163 219
33 43 121 162 218
34 43 121 162 218
35 43 121 162 216
36 43 121 162 216
37 43 120 163 218
38 43 120 163 218
39 43 120 163 218
40 43 119 162 217
41 43 119 162 217
42 43 119 162 217
43 43 119 162 217
44 43 120 161 217
45 43 120 161 217
46 43 119 162 217
47 43 118 161 216
48 43 118 161 216
49 43 118 161 216
50 43 118 161 216
51 43 117 160 215
52 43 117 159 217
53 43 117 160 215
54 43 117 159 217
55 43 116 158 216
56 43 116 159 214
57 43 116 158 216
58 43 117 158 214
59 43 125 165 217
-60 42 126 164 211
-59 42 116 158 208
-58 42 116 157 209
-57 42 117 159 209
-56 42 116 159 210
-55 42 115 158 209
-54 42 117 159 209
-53 42 117 158 210
-52 42 117 158 210
-51 42 117 158 210
-50 42 118 159 211
-49 42 118 159 211
-48 42 118 159 211
-47 42 118 159 211
-46 42 119 160 212
-45 42 118 159 211
-44 42 118 159 213
-43 42 119 160 214
-42 42 120 159 214
-41 42 121 160 215
-40 42 121 160 215
-39 42 120 159 214
-38 42 121 160 215
-37 42 121 160 215
-36 42 120 161 213
-35 42 121 162 214
-34 42 121 162 214
-33 42 122 162 214
-32 42 122 162 214
-31 42 122 162 214
-30 42 122 162 214
-29 42 123 163 215
-28 42 122 162 214
-27 42 123 163 215
-26 42 122 162 214
-25 42 122 162 214
-24 42 123 163 215
-23 42 123 163 215
-22 42 123 163 215
-21 42 123 163 215
-20 42 123 164 216
-19 42 124 164 216
-18 42 124 164 216
-17 42 124 164 216
-16 42 124 164 216
-15 42 123 164 216
-14 42 124 164 216
-13 42 124 164 216
-12 42 123 164 218
-11 42 123 164 218
-10 42 123 164 218
-9 42 123 164 218
-8 42 123 164 218
-7 42 123 164 218
-6 42 124 165 219
-5 42 123 164 218
-4 42 124 165 219
-3 42 123 164 216
-2 42 123 164 216
-1 42 124 165 217
0 42 124 165 217
1 42 124 165 217
2 42 124 165 217
3 42 124 165 219
4 42 124 165 217
5 42 124 165 217
6 42 124 165 217
7 42 124 165 217
8 42 124 165 217
9 42 124 165 217
10 42 124 165 219
11 42 124 165 219
12 42 123 164 218
13 42 124 163 218
14 42 125 164 219
15 42 125 164 219
16 42 124 165 219
17 42 124 165 219
18 42 123 164 216
19 42 124 164 216
20 42 124 165 217
21 42 123 164 216
22 42 123 164 216
23 42 123 164 216
24 42 123 164 218
25 42 123 164 218
26 42 123 164 218
27 42 123 164 218
28 42 123 164 216
29 42 123 164 216
30 42 123 163 215
31 42 122 163 217
32 42 122 163 217
33 42 122 163 217
34 42 122 163 215
35 42 122 163 215
36 42 121 162 216
37 42 122 163 217
38 42 121 162 216
39 42 121 162 216
40 42 121 162 216
41 42 120 161 215
42 42 120 161 215
43 42 120 161 215
44 42 120 161 215
45 42 120 161 215
46 42 120 161 215
47 42 119 162 215
48 42 118 161 214
49 42 118 161 216
50 42 119 160 216
51 42 119 160 216
52 42 118 159 215
53 42 117 160 215
54 42 116 159 214
55 42 117 158 214
56 42 116 159 212
57 42 116 159 214
58 42 117 158 212
59 42 125 165 216
-60 41 126 164 211
-59 41 116 157 209
-58 41 117 158 210
-57 41 118 158 210
-56 41 117 158 210
-55 41 117 158 210
-54 41 118 159 211
-53 41 118 159 211
-52 41 118 159 211
-51 41 118 159 211
-50 41 120 160 212
-49 41 119 159 211
-48 41 119 159 211
-47 41 120 160 212
-46 41 120 160 212
-45 41 120 160 212
-44 41 119 160 212
-43 41 120 160 212
-42 41 121 161 213
-41 41 121 161 213
-40 41 121 161 213
-39 41 121 161 213
-38 41 121 161 213
-37 41 122 162 214
-36 41 121 162 214
-35 41 122 162 214
-34 41 122 162 214
-33 41 122 162 214
-32 41 122 162 214
-31 41 122 162 214
-30 41 123 163 215
-29 41 123 163 215
-28 41 124 164 216
-27 41 124 164 216
-26 41 123 163 215
-25 41 124 164 216
-24 41 124 164 216
-23 41 124 164 216
-22 41 124 164 216
-21 41 124 164 216
-20 41 124 164 216
-19 41 124 164 216
-18 41 124 164 216
-17 41 125 165 217
-16 41 124 164 216
-15 41 125 165 217
-14 41 125 165 217
-13 41 124 164 216
-12 41 124 164 216
-11 41 125 165 217
-10 41 125 165 217
-9 41 125 165 217
-8 41 125 165 217
-7 41 125 165 217
-6 41 125 165 217
-5 41 125 165 217
-4 41 125 166 220
-3 41 125 164 219
-2 41 125 164 219
-1 41 126 166 218
0 41 126 166 218
1 41 125 164 219
2 41 126 165 220
3 41 126 165 220
4 41 125 165 217
5 41 125 165 217
6 41 125 165 217
7 41 125 164 219
8 41 125 164 219
9 41 125 164 219
10 41 125 164 219
11 41 125 164 219
12 41 125 166 220
13 41 124 165 219
14 41 124 165 219
15 41 124 165 219
16 41 124 165 219
17 41 124 165 219
18 41 124 165 219
19 41 124 165 219
20 41 125 164 219
21 41 125 164 219
22 41 125 164 219
23 41 125 164 219
24 41 125 164 219
25 41 124 163 218
26 41 124 163 218
27 41 124 164 216
28 41 124 163 218
29 41 124 163 218
30 41 124 163 218
31 41 124 163 218
32 41 123 162 217
33 41 124 163 218
34 41 124 163 218
35 41 123 163 215
36 41 123 162 217
37 41 123 162 217
38 41 123 162 217
39 41 123 162 217
40 41 122 161 216
41 41 122 161 216
42 41 121 162 216
43 41 121 162 216
44 41 121 162 216
45 41 121 162 216
46 41 120 161 215
47 41 120 161 215
48 41 120 161 215
49 41 119 160 214
50 41 119 160 214
51 41 119 160 214
52 41 119 160 214
53 41 119 160 214
54 41 118 159 213
55 41 118 159 215
56 41 119 160 214
57 41 118 159 213
58 41 118 157 212
59 41 127 165 214
-60 40 129 167 214
-59 40 117 159 209
-58 40 117 158 210
-57 40 118 158 209
-56 40 117 158 210
-55 40 118 159 211
-54 40 119 161 211
-53 40 118 159 211
-52 40 119 160 212
-51 40 118 159 211
-50 40 119 161 211
-49 40 119 161 211
-48 40 120 160 212
-47 40 120 160 212
-46 40 121 161 213
-45 40 120 160 211
-44 40 120 161 213
-43 40 120 161 213
-42 40 121 161 212
-41 40 121 161 212
-40 40 121 161 212
-39 40 121 161 212
-38 40 122 162 213
-37 40 123 163 214
-36 40 123 163 215
-35 40 123 163 215
-34 40 123 163 215
-33 40 123 163 215
-32 40 125 162 215
-31 40 125 162 215
-30 40 124 164 216
-29 40 124 164 216
-28 40 124 164 216
-27 40 124 164 216
-26 40 124 164 215
-25 40 124 164 216
-24 40 124 164 216
-23 40 124 164 216
-22 40 125 165 217
-21 40 124 164 216
-20 40 125 165 217
-19 40 124 164 216
-18 40 125 165 217
-17 40 125 165 217
-16 40 125 165 217
-15 40 125 165 217
-14 40 126 166 218
-13 40 125 165 217
-12 40 125 165 217
-11 40 125 165 217
-10 40 125 165 217
-9 40 125 165 217
-8 40 125 165 217
-7 40 125 165 217
-6 40 125 165 217
-5 40 126 166 218
-4 40 126 166 218
-3 40 125 165 217
-2 40 126 166 218
-1 40 126 166 218
0 40 126 166 218
1 40 126 166 218
2 40 126 166 218
3 40 126 166 218
4 40 126 166 218
5 40 126 166 218
6 40 126 166 218
7 40 126 166 218
8 40 126 166 218
9 40 126 166 218
10 40 126 166 218
11 40 126 166 218
12 40 125 166 218
13 40 126 166 218
14 40 126 166 218
15 40 125 165 217
16 40 125 165 217
17 40 126 166 218
18 40 126 166 218
19 40 126 166 218
20 40 127 164 217
21 40 125 165 217
22 40 125 165 217
23 40 126 166 218
24 40 126 166 218
25 40 125 165 217
26 40 124 164 216
27 40 124 164 216
28 40 124 164 216
29 40 124 164 216
30 40 124 164 216
31 40 124 164 216
32 40 124 164 216
33 40 124 164 216
34 40 124 164 216
35 40 125 162 215
36 40 124 164 216
37 40 123 163 215
38 40 123 163 215
39 40 123 163 215
40 40 123 163 215
41 40 123 163 215
42 40 121 162 216
43 40 121 162 216
44 40 122 161 216
45 40 122 161 216
46 40 122 161 216
47 40 122 161 216
48 40 120 161 215
49 40 120 161 215
50 40 119 160 214
51 40 120 159 214
52 40 120 159 214
53 40 120 159 214
54 40 120 159 214
55 40 118 157 212
56 40 118 157 212
57 40 118 159 213
58 40 119 159 211
59 40 128 166 215
-60 39 128 166 211
-59 39 118 160 208
-58 39 119 161 211
-57 39 119 159 208
-56 39 118 160 210
-55 39 118 160 210
-54 39 120 160 209
-53 39 120 160 211
-52 39 120 160 211
-51 39 120 160 211
-50 39 120 160 209
-49 39 120 160 211
-48 39 120 160 211
-47 39 120 160 211
-46 39 121 161 212
-45 39 121 161 210
-44 39 120 161 213
-43 39 121 161 213
-42 39 121 161 213
-41 39 122 162 214
-40 39 122 162 214
-39 39 122 162 214
-38 39 123 163 215
-37 39 123 163 215
-36 39 123 163 214
-35 39 123 163 214
-34 39 124 164 215
-33 39 126 163 215
-32 39 126 163 215
-31 39 124 164 215
-30 39 125 165 216
-29 39 125 165 216
-28 39 124 164 215
-27 39 127 164 216
-26 39 126 163 215
-25 39 125 165 216
-24 39 125 165 216
-23 39 125 165 216
-22 39 125 165 216
-21 39 125 165 216
-20 39 125 165 216
-19 39 125 165 216
-18 39 125 165 216
-17 39 126 166 217
-16 39 126 166 217
-15 39 126 166 217
-14 39 126 166 217
-13 39 126 166 217
-12 39 126 166 218
-11 39 126 166 218
-10 39 126 166 218
-9 39 126 166 218
-8 39 126 166 218
-7 39 126 166 218
-6 39 126 166 218
-5 39 127 167 219
-4 39 126 166 217
-3 39 126 166 217
-2 39 126 166 217
-1 39 127 167 218
0 39 127 167 218
1 39 126 166 217
2 39 127 167 218
3 39 127 167 218
4 39 127 167 218
5 39 127 167 218
6 39 127 167 218
7 39 127 167 218
8 39 127 167 218
9 39 127 167 218
10 39 126 166 217
11 39 126 166 217
12 39 128 165 217
13 39 128 165 217
14 39 128 165 218
15 39 128 165 218
16 39 129 166 219
17 39 128 165 217
18 39 128 165 217
19 39 128 165 217
20 39 127 167 218
21 39 126 166 218
22 39 126 166 218
23 39 126 166 218
24 39 126 166 218
25 39 126 166 218
26 39 125 165 217
27 39 125 165 217
28 39 125 165 217
29 39 125 165 217
30 39 125 165 216
31 39 127 164 216
32 39 127 164 216
33 39 127 164 216
34 39 127 164 216
35 39 127 164 216
36 39 125 165 217
37 39 124 164 215
38 39 124 164 215
39 39 124 164 215
40 39 124 164 215
41 39 124 164 216
42 39 123 163 215
43 39 122 163 215
44 39 122 162 214
45 39 122 162 214
46 39 122 162 214
47 39 122 162 214
48 39 121 161 213
49 39 122 162 214
50 39 122 162 214
51 39 121 161 213
52 39 121 161 213
53 39 121 161 213
54 39 121 160 215
55 39 119 158 213
56 39 119 158 213
57 39 120 159 214
58 39 121 158 211
59 39 131 167 217
-60 38 130 167 212
-59 38 119 159 208
-58 38 119 159 210
-57 38 119 159 210
-56 38 119 159 210
-55 38 120 160 211
-54 38 122 160 209
-53 38 122 159 211
-52 38 123 160 212
-51 38 120 160 211
-50 38 120 160 211
-49 38 121 161 212
-48 38 123 160 212
-47 38 123 160 212
-46 38 124 161 213
-45 38 122 162 213
-44 38 122 162 213
-43 38 122 162 213
-42 38 122 162 213
-41 38 123 163 214
-40 38 123 163 214
-39 38 123 163 214
-38 38 123 163 214
-37 38 124 164 213
-36 38 123 163 214
-35 38 123 163 214
-34 38 123 163 214
-33 38 124 164 215
-32 38 124 164 215
-31 38 124 164 215
-30 38 125 165 216
-29 38 125 165 216
-28 38 126 163 215
-27 38 127 164 216
-26 38 127 164 216
-25 38 128 165 217
-24 38 127 164 216
-23 38 127 164 217
-22 38 127 164 217
-21 38 128 165 217
-20 38 128 165 218
-19 38 128 165 218
-18 38 128 165 217
-17 38 126 166 217
-16 38 126 166 217
-15 38 126 166 217
-14 38 128 165 217
-13 38 129 166 218
-12 38 127 167 218
-11 38 128 165 217
-10 38 128 165 217
-9 38 128 165 217
-8 38 129 166 218
-7 38 127 167 218
-6 38 127 167 218
-5 38 127 167 218
-4 38 127 167 219
-3 38 127 167 218
-2 38 127 167 218
-1 38 127 167 218
0 38 127 167 218
1 38 127 167 218
2 38 127 167 218
3 38 127 167 219
4 38 127 167 219
5 38 127 167 219
6 38 129 166 219
7 38 129 166 218
8 38 129 166 218
9 38 129 166 218
10 38 129 166 218
11 38 129 166 218
12 38 127 167 219
13 38 129 166 219
14 38 129 166 219
15 38 128 165 218
16 38 129 166 219
17 38 128 165 218
18 38 129 166 218
19 38 129 166 218
20 38 127 167 219
21 38 126 166 218
22 38 125 165 217
23 38 125 164 219
24 38 125 164 219
25 38 125 164 219
26 38 125 164 219
27 38 125 164 219
28 38 125 166 218
29 38 126 166 218
30 38 127 164 217
31 38 128 165 218
32 38 127 164 217
33 38 127 164 217
34 38 127 164 217
35 38 127 164 217
36 38 124 164 216
37 38 124 164 216
38 38 126 163 216
39 38 127 164 217
40 38 126 163 216
41 38 123 163 215
42 38 123 163 215
43 38 123 163 215
44 38 123 163 215
45 38 125 162 215
46 38 125 162 215
47 38 125 162 215
48 38 125 162 215
49 38 122 162 214
50 38 123 163 215
51 38 122 162 214
52 38 123 163 215
53 38 122 162 213
54 38 121 161 213
55 38 120 159 214
56 38 121 161 213
57 38 121 160 215
58 38 122 159 212
59 38 131 167 215
-60 37 130 167 212
-59 37 121 159 208
-58 37 119 159 208
-57 37 122 160 209
-56 37 122 159 211
-55 37 120 160 209
-54 37 120 160 209
-53 37 123 160 212
-52 37 123 161 210
-51 37 123 161 210
-50 37 123 161 210
-49 37 122 162 211
-48 37 122 162 211
-47 37 122 162 211
-46 37 122 162 211
-45 37 121 161 212
-44 37 124 162 211
-43 37 123 163 214
-42 37 123 163 214
-41 37 123 163 214
-40 37 123 163 212
-39 37 125 163 212
-38 37 126 164 213
-37 37 126 163 215
-36 37 124 164 216
-35 37 124 164 215
-34 37 124 164 215
-33 37 124 164 215
-32 37 127 165 214
-31 37 127 165 214
-30 37 127 164 216
-29 37 127 164 216
-28 37 128 164 216
-27 37 128 163 217
-26 37 127 164 217
-25 37 127 164 216
-24 37 127 164 216
-23 37 127 164 216
-22 37 128 165 217
-21 37 128 165 217
-20 37 126 166 215
-19 37 127 167 218
-18 37 128 165 217
-17 37 129 165 217
-16 37 129 165 215
-15 37 128 165 217
-14 37 129 166 218
-13 37 128 168 219
-12 37 128 168 217
-11 37 129 165 217
-10 37 129 165 215
-9 37 127 167 218
-8 37 127 167 216
-7 37 130 166 218
-6 37 129 166 218
-5 37 127 169 219
-4 37 127 167 216
-3 37 128 170 220
-2 37 126 167 219
-1 37 129 166 219
0 37 132 168 220
1 37 129 167 216
2 37 126 168 218
3 37 130 167 220
4 37 128 168 219
5 37 127 167 218
6 37 127 167 219
7 37 131 167 219
8 37 132 168 220
9 37 126 166 218
10 37 130 167 219
11 37 130 167 219
12 37 133 166 219
13 37 131 168 220
14 37 128 168 219
15 37 129 166 219
16 37 131 167 217
17 37 127 167 216
18 37 124 165 217
19 37 125 164 221
20 37 125 165 224
21 37 127 166 223
22 37 128 164 214
23 37 132 164 203
24 37 138 164 197
25 37 142 165 199
26 37 140 166 203
27 37 136 166 204
28 37 134 163 207
29 37 133 165 214
30 37 126 165 220
31 37 123 166 221
32 37 126 166 218
33 37 128 165 217
34 37 128 165 218
35 37 127 164 216
36 37 128 164 216
37 37 129 164 218
38 37 125 163 212
39 37 124 164 216
40 37 125 162 214
41 37 126 163 215
42 37 124 164 216
43 37 123 163 215
44 37 123 163 214
45 37 126 163 216
46 37 125 162 214
47 37 126 161 215
48 37 122 161 216
49 37 121 162 214
50 37 124 161 216
51 37 122 162 214
52 37 124 161 213
53 37 121 161 213
54 37 124 161 214
55 37 123 160 213
56 37 121 161 212
57 37 120 159 214
58 37 119 161 211
59 37 133 167 215
-60 36 130 167 211
-59 36 122 160 207
-58 36 122 160 209
-57 36 122 160 207
-56 36 122 160 207
-55 36 122 160 207
-54 36 123 161 208
-53 36 123 161 208
-52 36 123 161 208
-51 36 123 161 210
-50 36 123 161 210
-49 36 124 162 211
-48 36 125 163 210
-47 36 125 163 210
-46 36 125 163 212
-45 36 124 162 211
-44 36 125 163 212
-43 36 125 163 212
-42 36 123 163 212
-41 36 123 163 212
-40 36 126 164 213
-39 36 126 164 213
-38 36 126 164 213
-37 36 126 164 213
-36 36 126 164 213
-35 36 126 164 213
-34 36 127 165 214
-33 36 127 165 214
-32 36 127 165 214
-31 36 127 165 214
-30 36 127 165 214
-29 36 127 165 214
-28 36 127 165 214
-27 36 128 166 215
-26 36 128 166 215
-25 36 128 166 215
-24 36 128 166 215
-23 36 128 166 215
-22 36 128 165 217
-21 36 128 165 217
-20 36 129 167 216
-19 36 130 168 217
-18 36 129 166 218
-17 36 129 166 218
-16 36 129 167 216
-15 36 130 168 217
-14 36 129 167 216
-13 36 129 167 216
-12 36 129 167 216
-11 36 129 166 219
-10 36 130 167 220
-9 36 128 169 215
-8 36 128 168 217
-7 36 129 166 219
-6 36 131 166 222
-5 36 129 167 216
-4 36 131 168 220
-3 36 129 166 218
-2 36 130 167 219
-1 36 132 168 218
0 36 131 167 215
1 36 130 168 217
2 36 128 168 219
3 36 131 169 218
4 36 132 168 218
5 36 128 168 217
6 36 130 167 219
7 36 130 168 217
8 36 130 168 217
9 36 131 168 221
10 36 129 169 220
11 36 130 168 217
12 36 130 168 217
13 36 132 168 220
14 36 132 168 220
15 36 128 166 215
16 36 127 167 218
17 36 122 161 216
18 36 131 163 210
19 36 145 166 197
20 36 164 168 169
21 36 183 167 151
22 36 200 166 129
23 36 202 163 120
24 36 198 160 115
25 36 198 158 109
26 36 198 158 109
27 36 190 153 109
28 36 184 146 110
29 36 178 149 119
30 36 168 158 149
31 36 146 157 177
32 36 129 161 202
33 36 127 169 219
34 36 125 168 219
35 36 127 166 221
36 36 126 166 217
37 36 127 164 216
38 36 124 164 216
39 36 125 162 217
40 36 124 162 211
41 36 127 164 216
42 36 125 162 214
43 36 120 159 214
44 36 126 162 212
45 36 123 160 212
46 36 118 155 207
47 36 117 157 208
48 36 114 152 199
49 36 123 160 212
50 36 119 158 213
51 36 121 161 212
52 36 122 162 213
53 36 124 161 214
54 36 122 162 214
55 36 123 158 212
56 36 123 159 217
57 36 122 160 209
58 36 120 159 214
59 36 134 166 217
-60 35 130 167 211
-59 35 122 160 207
-58 35 122 160 207
-57 35 122 160 205
-56 35 124 160 208
-55 35 123 161 206
-54 35 124 162 207
-53 35 125 162 207
-52 35 126 162 210
-51 35 125 161 209
-50 35 125 161 209
-49 35 125 161 209
-48 35 126 162 210
-47 35 125 163 210
-46 35 125 163 210
-45 35 125 163 212
-44 35 127 163 211
-43 35 126 164 211
-42 35 126 164 213
-41 35 126 164 213
-40 35 126 164 213
-39 35 126 164 213
-38 35 126 164 213
-37 35 126 164 213
-36 35 127 165 212
-35 35 127 165 212
-34 35 127 165 214
-33 35 127 165 214
-32 35 127 165 212
-31 35 128 166 215
-30 35 128 166 215
-29 35 128 166 215
-28 35 128 166 215
-27 35 128 165 217
-26 35 128 166 215
-25 35 129 167 216
-24 35 129 167 214
-23 35 129 167 216
-22 35 129 167 216
-21 35 129 167 216
-20 35 131 167 217
-19 35 130 166 216
-18 35 129 167 216
-17 35 130 168 217
-16 35 130 168 217
-15 35 130 168 217
-14 35 130 166 216
-13 35 131 167 217
-12 35 131 167 217
-11 35 129 166 218
-10 35 130 168 217
-9 35 130 168 217
-8 35 129 170 214
-7 35 129 169 218
-6 35 129 170 216
-5 35 130 168 215
-4 35 131 167 217
-3 35 130 168 217
-2 35 131 168 220
-1 35 130 167 219
0 35 128 169 215
1 35 129 169 218
2 35 130 167 219
3 35 132 168 218
4 35 132 168 218
5 35 130 168 217
6 35 131 168 220
7 35 132 168 220
8 35 132 168 220
9 35 132 168 220
10 35 131 169 218
11 35 131 169 218
12 35 132 168 216
13 35 126 168 218
14 35 124 165 217
15 35 127 161 207
16 35 141 160 190
17 35 169 162 156
18 35 197 167 129
19 35 208 167 115
20 35 211 165 106
21 35 215 165 106
22 35 211 161 102
23 35 207 161 101
24 35 205 160 101
25 35 199 150 92
26 35 199 150 94
27 35 193 148 91
28 35 195 146 90
29 35 194 149 92
30 35 191 141 88
31 35 182 131 88
32 35 164 128 102
33 35 153 142 140
34 35 147 154 172
35 35 137 158 189
36 35 125 167 215
37 35 123 166 219
38 35 122 163 215
39 35 122 162 214
40 35 121 163 213
41 35 123 160 215
42 35 125 161 213
43 35 120 157 209
44 35 119 156 208
45 35 111 151 202
46 35 100 133 187
47 35 101 137 187
48 35 105 139 187
49 35 116 150 198
50 35 122 156 202
51 35 124 164 215
52 35 124 161 214
53 35 123 160 213
54 35 126 160 206
55 35 121 161 210
56 35 122 162 211
57 35 121 161 210
58 35 126 159 210
59 35 130 169 212
-60 34 131 168 210
-59 34 123 159 207
-58 34 123 161 208
-57 34 124 161 206
-56 34 124 160 208
-55 34 125 162 207
-54 34 125 162 207
-53 34 125 162 207
-52 34 127 161 207
-51 34 125 162 207
-50 34 126 163 208
-49 34 126 163 208
